id,context,question,A,B,C,D,answer
357,（三）门诊手术医疗费用 被保险人经指定或认可的医疗机构确诊必须接受门诊手术治疗时，被保险人需个人支付的、合理且必须的门诊手术医疗费用。,需要提取的属性是：【赔付类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【报销、给付、年金、豁免保费、未知】；,豁免保费,报销,未知,年金,
358,（二）癌症住院医疗费用保险金 被保险人经医院确诊初次发生本合同所定义的癌症（含原位癌），经医院确诊必须住院治疗的，我们对被保险人在住院期间发生的、合理的癌症住院医疗费用，按本合同约定的“2.6保险金计算方法”给付癌 症住院医疗费用保险金。被保险人在保险期间内发生且延续至本合同满期日后30日内的住院治疗，我们承担给付癌症住院医疗 费用保险金的责任。（三）保险金给付最高限额 您为被保险人投保本保险时，我们与您约定本合同的保险金额，即我们给付保险金责任的最高限额，并于保险单中载明。在本合同保险期间内，非癌症住院医疗费用保险金和癌症住院医疗费用保险金累计给付的金额以本合同约定的保险金额为限；若上述两项保险金累计给付金额之和达到本合同约定的保险金额时，各项保险责任均终止。,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,意外伤害,非意外伤害,不限,未知,
359,（二）意外伤害住院医疗金 在本附加合同保险期间内，被保险人因遭受主险合同责任范围内的意外伤害，在中华人民共和国境内（不含港、澳、台地区）医院住院治疗，保险人对于被保险人支出的、属于当地社会基本医疗保险支付范围内的、必需且合理的住院医疗费用，在扣除本附加合同约定的意外伤害住院医疗免赔额后，依照本附加合同约定的赔偿比例赔偿意外伤害住院医疗保险金。被保险人在保险期间内一次或多次因意外伤害进行住院治疗，保险人累计赔偿金额以2本附加合同保险单载明的意外伤害住院医疗保险金额为限。累计赔偿金额达到意外伤害住院医疗保险金额时，本项责任终止。4免赔额第九条 本附加合同的免赔额指单次事故免赔额。免赔额由投保人与保险人在订立本附加合同时协商确定，并在保险单中载明。（五）被保险人因单次意外事故发生医疗费用的，保险人区分门（急）诊医疗费用及 住院医疗费用，并分别按本附加合同约定扣除对应责任的免赔额。,需要提取的属性是：【免赔额规则】；该属性的类型是：【ENUM】；该属性的取值范围是：【责任间共享免赔额、只计次免赔额、独立计算免赔额、未知】；,未知,独立计算免赔额,责任间共享免赔额,只计次免赔额,
360,1.重大疾病住院医疗费用（见释义16） 被保险人因罹患重大疾病经合同约定的医疗机构诊断必须住院治疗的，对于住院期间发生的必需且合理的重大疾病住院医疗费用，保险人按本保险合同约定的保险金计算方法，在重大疾病医疗 保险金额内给付重大疾病住院医疗保险金。保险期间内，本保险合同的重大疾病住院医疗保险金的最高给付天数为180日；累计住院时间超过180日的，对于超出部分保险人将不承担给付重大疾病住院医疗保险金责任。经过等待期后在本保险合同到期日前发生的并延续至本保险合同到期日后30日内（含第30日） 的重大疾病住院治疗，对此期间发生的必需且合理的重大疾病住院医疗费用，保险人仍将按照本保险合同的约定在重大疾病医疗保险金额内给付重大疾病住院医疗保险金。,需要提取的属性是：【费用报销范围】；该属性的类型是：【ENUM】；该属性的取值范围是：【不限医保、医保外、医保内、医保内+医保外自费药、未知】；,医保外,医保内+医保外自费药,不限医保,医保内,
361,六、特定疾病豁免保险费 被保险人于本合同生效后因意外伤害，或在等待期后首次发病，并经医院专科医生明确诊断符合本合同所约定的特定疾病的，本公司自被保险人确诊日之后的首个保险费约定交纳日起豁免本合同以后各期应交纳的保险费，被豁免的保险费视为已交纳的保险费，本合同继续有效。一、特定疾病定义 本合同所约定的特定疾病共有30种，特定疾病的名称及定义如下：1、家族史中有其他成员患相同疾病；六、特定疾病豁免保险费 被保险人于本合同生效后因意外伤害，或在等待期后首次发病，并经医院专科医生明确诊断符合本合同所约定的特定疾病的，本公司自被保险人确诊日之后的首个保险费约定交纳日起豁免本合同以后各期应交纳的保险费，被豁免的保险费视为已交纳的保险费，本合同继续有效。,需要提取的属性是：【豁免原因】；该属性的类型是：【ENUM】；该属性的取值范围是：【身故豁免、中度疾病豁免、特定疾病豁免、重度疾病豁免、全残豁免、其他豁免、轻度疾病豁免、未知】；,轻度疾病豁免,中度疾病豁免,其他豁免,特定疾病豁免,
362,一、重大疾病住院医疗费用 指被保险人经医院明确诊断罹患本主险合同约定的重大疾病且必须住院治疗时，被保险人实际支出的、合理且必要的重大疾病住院医疗费用。若本主险合同不再续保，被保险人接受本主险合同保险责任范围内的重大疾病住院治疗，且在保险期间届满时该治疗仍未结束的，对于被保险人该次重大疾病住院治疗，我们在本主险合同约定的重大疾病医疗保险金年度给付限额内继续承担相应的保险责任，最长至保险期间届满后的第30日（含）的二十四时止。续保或者因意外伤害（见7.2）并经医院（见7.3）明确诊断必须进行治疗的 无等待期。被保险人因意外伤害以外的原因于等待期内罹患（见7.4）疾病，并经医院明住院前后门诊急诊治疗，或质子治疗（见7.6）、重离子治疗（见7.7）），无 论该次罹患疾病的治疗时间与生效之日的间隔是否超过等待期，我们均不承担给付保险金的责任。被保险人在等待期内因意外伤害以外的原因住院及与,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,否,未知,是,不涉及,
363,意外全残或身故 保险金 被保险人因遭受意外伤害4，并自该意外伤害发生之日起180日内造成本主险合同附表所列“全残”的，我们按基本保险金额给付意外全残保险金，本主险合同终止。,需要提取的属性是：【给付金额类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【父责任保额、已交保费*给付比例、现金价值较大者、已交保费*给付比例、已交保费*给付比例、当年保费、现金价值较大者、基本保额*给付比例、已交保费较大者、已交保费*系数、现金价值较大者、已交保费*系数、基本保额较大者、已交保费、基本保额较大者、已交保费*给付比例、基本保额较大者、应领未领的年金和满期年金、其他、基本保额、现金价值较大者、分场景不同给付金额类型、应领未领年金、累计已交保费、已交保费、基本保额、现金价值较大者、基本保额、责任保额、已交保费*给付比例、基本保额、现金价值较大者、保单现金价值、重疾保额、已交保费剔除扣减金额、现金价值较大者、基本保额*给付比例、已交保费*系数、已交保费*系数、有效保额、现金价值较大者、应交总保费、基本保额*给付比例、现金价值较大者、已交保费*给付比例、有效保额较大者、险种保额、现金价值*系数、基本保额*给付比例、已交保费、现金价值较大者、已交保费、现金价值较大者、已交保费*给付比例、有效保额、现金价值较大者、已交保费*给付比例、现金价值*给付比例、基本保额较大者、已交保费*系数、有效保额较大者、基本保额*系数、年交保费、现金价值*给付比例、已交保费*系数、基本保额、现金价值较大者、已交保费*系数、当年保费、现金价值较大者、未知】；,基本保额较大者,责任保额,分场景不同给付金额类型,有效保额较大者,
364,1.恶性肿瘤住院医疗费用 被保险人因罹患恶性肿瘤经合同约定的医疗机构诊断必须住院治疗的，对于住院期间发生的合理的、必要的恶性肿瘤住院医疗费用，保险人按本保险合同约定的保险金计算方法，3在恶性肿瘤医疗保险金额内给付恶性肿瘤住院医疗保险金。保险期间内，本保险合同的恶性肿瘤住院医疗保险金的最高给付天数为180日；累计住院时间超过180日的，对于超出部分保险人将不承担给付住院医疗保险金责任。经过等待期后在本保险合同到期日前发生的并延续至本保险合同到期日后30日内的恶性肿瘤住院治疗，对此期间发生的合理的、必要的恶性肿瘤住院医疗费用，保险人仍将按照本保险合同的约定在恶性肿瘤医疗保险金额内给付恶性肿瘤住院医疗保险金。保险责任责任免除释义周岁：指按有效身份证件中记载的出生日期计算的年龄，自出生之日起为零周岁，每经过一年增加一岁，不足一年的不计。,需要提取的属性是：【免赔额规则】；该属性的类型是：【ENUM】；该属性的取值范围是：【责任间共享免赔额、只计次免赔额、独立计算免赔额、未知】；,未知,只计次免赔额,责任间共享免赔额,独立计算免赔额,
365,5、身故保险金 如果被保险人在年满18周岁前（不含18周岁生日当天）身故，我们按您已经缴纳的本合同的全部保险费给付身故保险金，本合同终止。本合同的全部保险费是指保险事故发生时本合同基本保险金额所对应的已缴保险费，其中包含依照本合同第3.3条以保险费自动垫缴方式垫缴的保 险费和豁免疾病确诊日后至保险合同终止日期间已实际豁免的各期保险 费。如果被保险人在年满18周岁后（含18周岁生日当天）身故，我们按本合同基本保险金额给付身故保险金，本合同终止。对于本合同的重大疾病保险金和身故保险金，我们仅给付一项。,需要提取的属性是：【未成年人赔付规则】；该属性的类型是：【ENUM】；该属性的取值范围是：【已交保费*合同约定比例、和现金价值较大者、累计已交保费*合同约定比例、累计已交保费、保单现金价值、已交保费和现金价值较大者、已交保费扣减已领取现金价后的余额、和现金价值较大者、未知】；,已交保费和现金价值较大者,累计已交保费*合同约定比例,累计已交保费,和现金价值较大者,
366,2.5.7.2 首次恶性肿瘤（重度）扩展保险金 若被保险人于等待期后经我们指定或认可的医院的专科医生确诊首次患有本合同约定的“恶性肿瘤——重度”，且我们已按本合同的约定给付重大疾病保险金，自该“恶性肿瘤——重度”确诊之日起满三年后，若被保险人再次被确诊患有本合同约定的“恶性肿瘤——重度”（含持续、新发、复发及转移），我们将按本合同的基本保险金额向被保险人给付首次恶性肿瘤（重度）扩展保险金。若被保险人于等待期后经我们指定或认可的医院的专科医生确诊首次患有本合同约定的除“恶性肿瘤——重度”以外的其他重大疾病，且我们已按本合同的约定给付 重大疾病保险金，自该重大疾病确诊之日起满一百八十日后，若被保险人被确诊首次患有本合同约定的“恶性肿瘤——重度”（不含持续、复发及转移），我们将按本合同的基本保险金额向被保险人给付首次恶性肿瘤（重度）扩展保险金。本合同的首次恶性肿瘤（重度）扩展保险金的给付次数以一次为限，给付后首次恶性肿瘤（重度）扩展保险金的保险责任终止。2.5.7.3 第二次恶性肿瘤（重度）扩展保险金 在我们已按本合同的约定给付首次恶性肿瘤（重度）扩展保险金的情况下，若被保险人自上次“恶性肿瘤——重度”确诊之日起满三年后，再次经我们指定或认可的医院的专科医生确诊患有本合同约定的“恶性肿瘤——重度”（含持续、新发、复发及转移），我们将按本合同的基本保险金额向被保险人给付第二次恶性肿瘤（重度）扩展保险金。本合同的第二次恶性肿瘤（重度）扩展保险金的给付次数以一次为限，给付后本合同效力终止。,需要提取的属性是：【给付金额类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【父责任保额、已交保费*给付比例、现金价值较大者、已交保费*给付比例、已交保费*给付比例、当年保费、现金价值较大者、基本保额*给付比例、已交保费较大者、已交保费*系数、现金价值较大者、已交保费*系数、基本保额较大者、已交保费、基本保额较大者、已交保费*给付比例、基本保额较大者、应领未领的年金和满期年金、其他、基本保额、现金价值较大者、分场景不同给付金额类型、应领未领年金、累计已交保费、已交保费、基本保额、现金价值较大者、基本保额、责任保额、已交保费*给付比例、基本保额、现金价值较大者、保单现金价值、重疾保额、已交保费剔除扣减金额、现金价值较大者、基本保额*给付比例、已交保费*系数、已交保费*系数、有效保额、现金价值较大者、应交总保费、基本保额*给付比例、现金价值较大者、已交保费*给付比例、有效保额较大者、险种保额、现金价值*系数、基本保额*给付比例、已交保费、现金价值较大者、已交保费、现金价值较大者、已交保费*给付比例、有效保额、现金价值较大者、已交保费*给付比例、现金价值*给付比例、基本保额较大者、已交保费*系数、有效保额较大者、基本保额*系数、年交保费、现金价值*给付比例、已交保费*系数、基本保额、现金价值较大者、已交保费*系数、当年保费、现金价值较大者、未知】；,已交保费*给付比例,其他,基本保额,已交保费*给付比例,
367,（二）意外伤害住院医疗保险金（必选） 在保险期间内，被保险人在本保险合同约定的保险区域内遭受意外伤害并在本合同约定的医疗机构接受住院治疗的，保险人对于住院期间发生的合理且必要的住院医疗费用，保险 人将按照本合同约定的保险金计算方法给付意外伤害住院医疗保险金。在每一保单年度内，因意外伤害住院的最高给付日数为180日，累计意外伤害住院天数超过180日发生的医疗费用，不属于保险责任范围。在本合同到期日前发生的并延续至本合同到期日后90日内（含第90日）的住院治疗，对此期间发生的合理且必要的住院医疗费用，保险人仍将按照本合同的约定给付意外伤害住院医疗保险金。保险人在本项下累计赔偿金额之和以本合同约定的意外伤害住院医疗保险金的保险金 额为限，一次或累计赔偿的金额达到本项意外伤害住院医疗保险金额时，保险人对于被保险 人在意外伤害住院医疗保险金项下的保险责任终止。3/16【医疗机构】指中华人民共和国境内（港、澳、台地区除外）经中国卫生部门评审确 定的二级或二级以上公立医院普通部，但前述医院并不包括观察室、特需医疗、国际医疗、联合病房、联合医院、康复病房和干部病房。【初次确诊】指自被保险人出生之日起第一次经医院确诊患有某种疾病，而不是指自 本合同生效之后第一次经医院确诊患有某种疾病。（9）救护车使用费 14/16指住院期间以抢救生命或治疗疾病为目的，根据医生建议，被保险人需医院转诊过程中的医院用车费用，且救护车的使用仅限于同一城市中的医疗运送。【医疗机构】指中华人民共和国境内（港、澳、台地区除外）经中国卫生部门评审确 定的二级或二级以上公立医院普通部，但前述医院并不包括观察室、特需医疗、国际医疗、联合病房、联合医院、康复病房和干部病房。,需要提取的属性是：【医院类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【互联网医院、海外医院、昂贵医院、民营医院(不含昂贵医院)、其他指定医院、公立医院、未知】；,昂贵医院,公立医院,民营医院(不含昂贵医院),互联网医院,
368,一、住院医疗费用保险金 被保险人经中华人民共和国境内二级（含）以上医院或本合同约定的其他医院诊断必须住院治疗的，保险人对被保险人住院期间发生的合理且必需的医疗费用，在扣除约定的免赔额后，按照约定的给付比例进行给付。住院医疗费用包括床位费、膳食费、护理费、重症监护室床位费、诊疗费、检查检验费、治疗费、药品费、手术费等。除另有约定外，本合同不承担被保险人入住特需病房、外宾病房或本合同约定的医院内其它不属于社会医疗保险范畴的高等级病房发生的医疗费用。三、等待期疾病：指本合同签发之日起，经等待期（续保不受此限）后被保险人所患疾病或症状，但不包括本合同生效前、等待期内已接受或曾被医生建议需采取诊疗措施的任何疾病或症状。（三）投保人连续投保本保险时无等待期。,需要提取的属性是：【续保免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【否、长期险无续保或不支持续保、是、未知】；,长期险无续保或不支持续保,未知,是,否,
369,1.3.2.4 住院前后门急诊医疗费用保险金 被保险人在本合同约定的医院经专科医生诊断必须接受住院治疗的，在住院前（含住院当日）7日（含）和出院后（含出院当日）30日（含）内，因与该次住院相同原因接受门急诊治疗，所发生的符合通常惯例且医学必需的住院前后门急诊医疗费用（不包括本合同1.3.2.2约定的特殊门诊医疗费用和1.3.2.3约定的门诊手术医疗费用），我们扣除本合同1.3.4约定的免赔额后按照附表所列的给付比例给付住院前后门急诊 医疗费用保险金。,需要提取的属性是：【就诊类型】；该属性的定义是：【保险条款中约定的在某一种情况下进行的治疗或住院】；该属性的类型是：【ENUM】；该属性的取值范围是：【门诊手术、特殊门诊、住院、住院前后门诊、门诊、门诊或住院、未知】；,未知,住院前后门诊,门诊或住院,特殊门诊,
370,如果被保险人恶性肿瘤医疗津贴保险金累计给付的次数达到五次，恶性肿瘤医疗津贴保险金责任终止。每个年度内恶性肿瘤医疗津贴保险金的给付次数以一次为限，累计给付次数以五次为限。两次恶性肿瘤医疗津贴保险金给付的时间间隔大于等于一年。恶性肿瘤医疗津贴保险金 由受益人填写保险金给付申请书，并向我们提供下列材料：,需要提取的属性是：【津贴类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【住宿津贴、医疗津贴、住院津贴、疾病津贴、门诊津贴、一般津贴、隔离津贴、未知】；,住宿津贴,医疗津贴,疾病津贴,住院津贴,
371,2.4.1身故保险金 若被保险人身故，我们将按以下两者的较大值给付身故保险金，本合同效力终止：（1）被保险人身故时本合同与附加合同的现金价值之和；（2）被保险人身故时本合同与附加合同累计已交保险费之和的N倍： 被保险人身故时的年龄N的数值未满18周岁1.0 已满18周岁（含）1.2 9-2本合同“累计已交保险费”，指本合同已经过保单年度数（交费期满后为本合同交费年数）乘以本合同的年交保险费。本合同“年交保险费”指按本合同约定给付保险金时附加合同的基本保险金额及投保时被保险人的年龄确定的年交保险 费。附加合同的“累计已交保险费”，指附加合同已经过保单年度数（交费期满后为附加合同交费年数）乘以附加合同的年交保险费。附加合同“年交保险费”指按本合同约定给付保险金时附加合同的基本保险金额及投保时被保险人的年龄确定的年交保险费。,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,未知,非意外伤害,不限,意外伤害,
372,2.特殊门诊医疗费用 指被保险人在医院接受特殊门诊治疗时，被保险人需个人支付的、必需且合理的特殊门诊医疗费用，包括：（1）门诊肾透析费；（2）门诊恶性肿瘤治疗费，包括化学疗法、放射疗法、肿瘤免疫疗法、肿瘤内分泌疗 法、肿瘤靶向疗法治疗费用；（3）器官移植后的门诊抗排异治疗费。,需要提取的属性是：【事故类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【非意外伤害、不限、意外伤害、未知】；,意外伤害,不限,未知,非意外伤害,
373,一、意外住院津贴保险金（必选责任） 被保险人遭受意外伤害（见释义）事故并自事故发生之日起一百八十日内因该事故导致在医院（见释义）住院（见释义）治疗，本公司按被保险人的实际住院天数乘以意外住院每日定额津贴计算给付意外住院津贴保险金，但每一保险年度内对同一被保险人一次或多次累计给付津贴天数以一百八十日为限，当累计给付天数达到一百八十日时，本附加合同对该被保险人的意外住院津贴保险 金责任终止。,需要提取的属性是：【津贴计算方式】；该属性的定义是：【给付津贴的方式，分为按天、按次、一次性、按照特定规则等。】；该属性的类型是：【ENUM】；该属性的取值范围是：【一次性给付、按次规则给付、按次给付、按天计算、未知】；,一次性给付,按天计算,按次给付,未知,
374,2.1 保险责任 被保险人自获得被保资格（见释义）之日起，且在保险期间内遭受意外伤害（见释义），并因该意外伤害在保险期间内在指定医疗机构（见释义）进行治疗，保险人按下列约定给付意外医疗保险金：（1）对于被保险人每次遭受意外伤害在保险期间内所支出的必需且合理（见释 义）的、符合本保险合同签发地政府颁布的社会基本医疗保险（见释义） 报销范围的医疗费用，保险人在扣除社会基本医疗保险、公费医疗和任何第三方（包括任何商业医疗保险）已经补偿或给付部分以及本附加险合同约定的免赔额后，对其余额按本附加险合同约定的给付比例和门诊急诊限额给付意外医疗保险金。免赔额、给付比例和门诊急诊限额由投保人、保险人双方约定，并在保险单中载明。（2）保险期间届满被保险人治疗仍未结束的，保险人所负保险责任期限可按下 列约定延长：门诊急诊治疗者，自保险期间届满次日起计算，以门诊急诊延长日数为限；保险期间届满被保险人仍在住院（见释义）治疗的，自保险期间届满次日起计算，至出院之日止，最长以住院延长日数为限。该“门诊急诊延长日数”、“住院延长日数”以保险单载明为准；若保险单未载明的，则该“门诊急诊延长日数”视为15日（含）、“住院延长日数”视为90日（含）。（3）保险人所负给付意外医疗保险金的责任以本附加险合同项下的保险金额 为限，对被保险人一次或者累计给付保险金达到本附加险合同项下该被保险人的保险金额时，本附加险合同对该被保险人在本附加险合同项下的保险责任终止。4.3 指定医疗机构除另有约定外，指定医疗机构指中华人民共和国境内（不包括香港、澳门、台湾地区）二级（含）及以上医院或保险人认可的医疗机构，且应符合下列所有条件：（4）非主要作为康复医院、诊所、护理、疗养、戒酒、戒毒或类似的医疗 机构。4.12 猝死指由潜在疾病、身体机能障碍或其他非外来性原因所导致的、在出现急性症状后发生的突然死亡，以医院的诊断或公安、司法机关的鉴定为准。,需要提取的属性是：【公立医院等级】；该属性的类型是：【ENUM】；该属性的取值范围是：【二级及以上、不限等级、二级甲等及以上、未知】；,二级及以上,不限等级,未知,二级甲等及以上,
375,10.5 豁免保险费 若被保险人于本合同生效（或最后一次复效）之日起180日内（含第180日）因意外伤害以外的原因导致的，首次发生并由我们认可医院的专科医生初次确诊为本合同所定义的重大疾病或轻症疾病，我们不承担豁免保险费的责任。若被保险人因意外伤害，或者被保险人于本合同生效（或最后一次复效）之日起180日后因意外伤害以外的原因导致的，首次发生并由我们认可医院的专科医生初次确诊为本合同所定义的重大疾病或轻症疾病，则自确诊日后的首个保险费约定交纳日开始，我们在以后的每个保险费约定交纳日逐年豁免当期本合同应交纳的保险费，直至最后一个保险费约定交第8页共49页纳日止。我们视豁免的保险费为您已交纳的当期保险费。本合同继续有效。（31）肝叶切除 指因疾病或意外事故实际实施的肝脏部分切除术，手术须有至少一个完整的肝叶切除。因酗酒导致的肝脏损伤不在保障范围内。（6）肾脏切除 指因疾病或意外事故实际实施的一侧肾脏切除术。肾脏部分切除手术和肾脏捐献引起的手术不在保障范围内。（32）肺切除 指因疾病或意外事故实际实施的一侧肺脏切除术。肺脏部分切除手术和肺脏捐献引起的手术不在保障范围内。,需要提取的属性是：【意外免等待期】；该属性的类型是：【ENUM】；该属性的取值范围是：【是、不涉及、否、未知】；,不涉及,否,未知,是,
376,（1）重大疾病住院医疗费用 被保险人经释义医院专科医生明确诊断初次发生重大疾病且必须住院治疗，对于住院期间发生的必须由被保险人自行承担的必需且合理的住院医疗费用，保险人按本保险合同约定给付重大疾病住院医疗费用。被保险人在保险期间内接受上述治疗，本保险合同保险期间届满时，被保险人未结束本次住院治疗的，保险人继续承担因本次住院发生的必须由被保险人自行承担的、必需且合理的（至多不超过本保险合同保险期间届满之日起第三十日二十四时）住院医疗费用。如本保险合同保险期间届满之日起第三十日仍未结束本次住院治疗的，自第三十一日起发生的住院医疗费用保险人不承担保险责任。保险金额、免赔额与赔付比例本保险合同中的免赔额是指被保险人在保险期间内发生的、虽然属于本保险合同保险 责任范围内的医疗费用，但依照本保险合同约定仍旧由被保险人自行承担，保险人不予赔付的金额。被保险人从其他途径已获得的医疗费用补偿可用于抵扣免赔额，但通过公费医疗、基本医疗保险、政府补助获得的补偿，不可用于抵扣免赔额。免赔额、赔付比例、累计给付天数、每日门急诊次数由投保人、保险人在投保时协商确定，并在保险单中载明。本保险合同中的免赔额是指被保险人在保险期间内发生的、虽然属于本保险合同保险 责任范围内的医疗费用，但依照本保险合同约定仍旧由被保险人自行承担，保险人不予赔付的金额。被保险人从其他途径已获得的医疗费用补偿可用于抵扣免赔额，但通过公费医疗、基本医疗保险、政府补助获得的补偿，不可用于抵扣免赔额。,需要提取的属性是：【免赔额计算周期】；该属性的类型是：【ENUM】；该属性的取值范围是：【每次事故、保单年度、保障期间、保证续保期间、每日、未知】；,未知,每日,保单年度,保障期间,
377,1.住院医疗费用 被保险人在医院经医生诊断必须接受住院治疗的，在前述医院住院期间发生的应当由被保险人支付的必需且合理的住院医疗费用。【医院】指国家卫生部医院等级分类中的二级或二级以上公立医院（不含医院的特需门 诊/病房和国际医疗部），但前述医院并不包括观察室、联合病房和康复病房以及附属于前述医院或单独作为诊所、康复、护理、疗养、戒酒、戒毒等或相类似的医疗机构。同时该医院必须具有符合有关医院管理规定设置标准的医疗设备，并且全日二十四小时有合格医师及护士驻院提供医疗和护理等服务。（2）实施器官移植的医院为三级医院;（十三）被保险人在非本合同约定的医院就诊发生的医疗费用；【医院】指国家卫生部医院等级分类中的二级或二级以上公立医院（不含医院的特需门 诊/病房和国际医疗部），但前述医院并不包括观察室、联合病房和康复病房以及附属于前述医院或单独作为诊所、康复、护理、疗养、戒酒、戒毒等或相类似的医疗机构。同时该医院必须具有符合有关医院管理规定设置标准的医疗设备，并且全日二十四小时有合格医师及护士驻院提供医疗和护理等服务。,需要提取的属性是：【医院类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【互联网医院、海外医院、昂贵医院、民营医院(不含昂贵医院)、其他指定医院、公立医院、未知】；,公立医院,昂贵医院,海外医院,民营医院(不含昂贵医院),
378,轻症疾病保险金 被保险人首次发病并经我们认可的医院的专科医生确诊为本合同约定的轻症疾病，我们按确诊时本合同基本保险金额的40％给付轻症疾病保险 金，本合同继续有效。被保险人因同一原因或同时确诊为本合同约定的两种或两种以上轻症疾病的，我们仅给付一次轻症疾病保险金。我们对本合同约定的每一种轻症疾病只承担一次给付轻症疾病保险金的责任。当我们给付轻症疾病保险金后，我们对该种轻症疾病的责任终止。轻症疾病保险金的累计给付次数以三次为限。当我们累计给付轻症疾病保险金的次数达到三次时，该项责任终止，本合同继续有效。被保险人因同一疾病原因、同次医疗行为或同次意外伤害事故导致疾病并经我们认可的医院的专科医生确诊为本合同约定的重大疾病、中症疾病或轻症疾病的，我们按本合同重大疾病保险金、中症疾病保险金、轻症疾病保险金的约定，仅给付金额最高的一项保险金。,需要提取的属性是：【赔付类型】；该属性的类型是：【ENUM】；该属性的取值范围是：【报销、给付、年金、豁免保费、未知】；,给付,未知,报销,豁免保费,
379,（4）重大疾病住院前后门急诊医疗费用 若被保险人因意外伤害或等待期后因意外伤害以外的原因首次发病并经专科医生首次确诊患有任何一项符合本合同第9条约定保障范 围及定义的重大疾病，经本合同约定的医院诊断必须接受住院治疗的，对于被保险人在住院前30日（含住院当日）和出院后30日（含出院当日）内因与该次住院相同原因实际发生的合理且必需的重大疾病门急诊医疗费用（但不包括上述重大疾病特定门诊医疗费用和重大疾病门诊手术医疗费用），我们按本合同约定的给付比例给付重大疾病医疗保险金。在本合同保险期间内，我们累计给付的重大疾病医疗保险金以本合同约定的重大疾病医疗保险金年度给付限额为限。2.6.2 免赔额本合同中所指免赔额均为年度免赔额，指被保险人自行承担，本合同不予赔偿的部分。被保险人从其他途径已获得的医疗费用补偿可用于抵扣免赔额，但通过基本医疗保险和公费医疗获得的补偿，不可用于抵扣免赔额。2.1 保障计划本合同保障计划的各项保险金年度给付限额、给付比例及年度免赔额见附表。一项符合本合同第9条约定保障范围及定义的重大疾病且接受治疗 的，对于被保险人实际发生的合理且必需的全部医疗费用，我们在给付保险金时不再扣除免赔额。,需要提取的属性是：【免赔额规则】；该属性的类型是：【ENUM】；该属性的取值范围是：【责任间共享免赔额、只计次免赔额、独立计算免赔额、未知】；,只计次免赔额,责任间共享免赔额,独立计算免赔额,未知,
380,（一）被保险人于本合同生效日或复效日（以较迟者为准）起持续有效九十日以后，且年龄达 十八周岁3的合同生效对应日（不含）前身故或导致本合同全残项目列表所列全残的，本合同效力终止，我们以本合同的基本保险金额为准，计算自本合同生效日起至被保险人身故或全残日止，本合同所应交保险费总额4给付身故或全残保险金；（二）被保险人于本合同生效日或复效日（以较迟者为准）起持续有效九十日以后，且年龄到 达十八周岁的合同生效对应日（含）以后身故或导致本合同全残项目列表所列全残的，本合同效力终止，我们按下列三项计算方式所计得金额的较大值给付身故或全残保险金。1、本合同的基本保险金额。2、被保险人身故或全残日所在保险单年度末，本合同的现金价值 5。3、以本合同的基本保险金额为准，计算自本合同生效日起至被保险人身故或全残日止， 本合同所应交保险费总额。被保险人于本合同生效日或复效日（以较迟者为准）起持续有效九十日（含当日）以内身故或导致本合同全残项目列表所列全残的，本合同效力终止，我们将向您退还自本合同生效日起至被保险人身故或全残日止本合同累计已交保险费之和。但被保险人因遭遇意外伤害事故6导致身故或全残的，不受前述九十日期间的限制。,需要提取的属性是：【未成年人赔付规则】；该属性的类型是：【ENUM】；该属性的取值范围是：【已交保费*合同约定比例、和现金价值较大者、累计已交保费*合同约定比例、累计已交保费、保单现金价值、已交保费和现金价值较大者、已交保费扣减已领取现金价后的余额、和现金价值较大者、未知】；,已交保费*合同约定比例,和现金价值较大者,累计已交保费,和现金价值较大者,
