id,context,question,A,B,C,D,answer
231,【上海沪工：公司全资子公司涉及部分卫星部件相关业务营业收入及净利润占比均较小】财联社10月19日电，上海沪工发布风险提示公告，公司全资子公司上海沪航卫星科技有限公司涉及部分卫星部件相关业务，其营业收入占上市公司营业收入的比例为1-2%，其净利润占上市公司净利润的比例不超过1%，营业收入及净利润占比均较小，对公司业绩没有重大影响；控股股东、实际控制人将持续共同严格遵守有关规定及相关承诺要求。,上海沪工的全资子公司上海沪航卫星科技有限公司涉及部分卫星部件相关业务的营业收入及净利润占比是多少？,全资子公司上海沪航卫星科技有限公司涉及部分卫星部件相关业务的营业收入及净利润占比均超过50%。,全资子公司上海沪航卫星科技有限公司涉及部分卫星部件相关业务的营业收入占上市公司营业收入的比例为1-2%，净利润占比不超过1%。,全资子公司上海沪航卫星科技有限公司涉及部分卫星部件相关业务的营业收入占上市公司营业收入的比例超过10%。,全资子公司上海沪航卫星科技有限公司涉及部分卫星部件相关业务的净利润占上市公司净利润的比例达到5%。,
232,【上海建工：1-9月累计新签合同金额同比增长约19.85%】财联社10月20日电，上海建工公告，2023年1月至9月，上海建工集团股份有限公司及下属子公司累计新签合同金额为3058.84亿元，较上年同期增长约19.85%。,上海建工集团股份有限公司及下属子公司2023年1月至9月累计新签合同金额同比增长了多少？,约5%,约19.85%,约10%,约25%,
233,【上海今年二批集中供地首日揽金逾193亿元】财联社 7月11日电，上海2023年第二批次集中供地今日拉开大幕。上海本批供地拟出让16宗宅地，总出让面积86.7万平方米，起始出让总价约389.6亿元，将在 7月11日至13日进行。 7月11日为上海本批集中供地首日，共出让8幅地块，最终，这8宗地块全部成交，收金193.8亿元，其中3宗封顶、5宗以底价成交。,上海今年二批集中供地首日共计揽金多少亿元？,389.6亿元,16.8亿元,193.8亿元,86.7亿元,
234,【上海莱士：上半年净利润12.39亿元同比增16.77%】财联社8月29日电，上海莱士披露半年度报告，公司2023年半年度实现营业收入为39.01亿元，同比增长18.43%；归母净利润12.39亿元，同比增长16.77%；基本每股收益0.18元。报告期内，公司持续开拓浆源，采浆量稳中有增；同时，公司积极申请新建单采血浆站，下属公司同路生物于今年2月获批在乌兰察布市丰镇市设置单采血浆站。,上海莱士在2023年上半年的净利润同比增长了多少？,0.1843,0.1677,39.01亿元,12.39亿元,
235,【上交所党委坚决拥护对刘逖的处分决定】财联社10月20日电，上交所党委20日召开会议，传达中央纪委国家监委驻中国证监会纪检监察组关于给予刘逖开除处分的决定，上交所党委书记、理事长邱勇主持会议并讲话，党委班子成员作表态发言。上交所党委坚决拥护对刘逖的处分决定，将深刻汲取案件惨痛教训，警钟长鸣、举一反三、坚决整改，坚持不懈把上交所全面从严治党向纵深推进。,上交所党委对刘逖的处分决定的态度是什么?,上交所党委坚决拥护对刘逖的处分决定。,上交所党委对刘逖的处分决定保持沉默。,上交所党委反对对刘逖的处分决定。,上交所党委对刘逖的处分决定持中立态度。,
236,【上汽创投公司增资至5亿元增幅150%】财联社10月20日电，天眼查App显示，10月12日，上海汽车创业投资有限公司发生工商变更，注册资本由2亿人民币增至5亿人民币，增幅150%。该公司成立于2001年6月，法定代表人为吴珩，经营范围为创业投资业务、创业投资咨询业务、为创业企业提供创业管理服务业务，由上海汽车集团金控管理有限公司全资持股，后者为上汽集团全资子公司。,上汽创投公司增资至多少金额，增幅是多少？,上汽创投公司增资至5亿元，增幅为150%。,上汽创投公司增资至2亿元，增幅为50%。,上汽创投公司增资至3亿元，增幅为100%。,上汽创投公司增资至8亿元，增幅为200%。,
237,【尚纬股份：前三季净利润3030.79万元同比增长59.9%】财联社10月19日电，尚纬股份公布三季度报告，营业收入16亿元，同比增长6.39%，净利润3030.79万元，同比增长59.9%，基本每股收益0.05元。,尚纬股份前三季度的净利润同比增长率是多少？,0.0639,0.05元,0.599,0.16,
238,【韶能股份：前三季净利润6531.57万元同比下降48.39%】财联社10月19日电，韶能股份公布三季度报告，前三季度营业收入33.96亿元，同比增长12.75%，净利润6531.57万元，同比下降48.39%。,韶能股份前三季度营业收入同比增长百分之多少？,0.1275,0.0275,0.2075,0.0675,
239,【深圳湾口岸21日客流量突破13万人次】财联社10月22日电，今年重阳节，香港公众假期为10月23日，恰与周末相连形成了3天小长假。据统计，10月21日—22日（截至12时），深圳湾边检站累计查验出入境旅客约16.6万人次，其中香港旅客占周末两日出入境旅客总量约七成，21日单日出入境旅客突破今年新高，达13万人次。,深圳湾口岸在重阳节期间的客流量达到多少人次？,客流量达到7万人次。,客流量达到13万人次。,客流量达到16.6万人次。,客流量达到10万人次。,
240,【神开股份：前三季净利润1191万元同比增长184.75%】财联社10月20日电，神开股份公布三季度报告，营业收入5.18亿元，同比增长31.51%，净利润1191万元，同比增长184.75%，扣非净利润597.54万元，基本每股收益0.03元。,神开股份前三季净利润同比增长了多少？,597.54万元,0.03元,0.3151,1.8475,
241,【神舟十七号船箭组合体转运至发射区计划近日择机实施发射】财联社10月19日电，据中国载人航天工程办公室消息，北京时间2023年10月19日，神舟十七号载人飞船与长征二号F遥十七运载火箭组合体已转运至发射区。目前，发射场设施设备状态良好，后续将按计划开展发射前的各项功能检查、联合测试等工作，计划近日择机实施发射。,神舟十七号载人飞船与哪种运载火箭组合体转运至发射区？,神舟十七号载人飞船与长征七号运载火箭组合体转运至发射区。,神舟十七号载人飞船与长征六号运载火箭组合体转运至发射区。,神舟十七号载人飞船与长征五号运载火箭组合体转运至发射区。,神舟十七号载人飞船与长征二号F遥十七运载火箭组合体转运至发射区。,
242,【圣龙股份：将于10月20日召开投资者交流会】财联社10月19日电，圣龙股份公告，将于10月20日召开投资者交流会，公司将在说明会上对投资者普遍关注的问题进行互动交流和沟通，并就近期公司股价短期内波动较大向投资者充分提示股票交易风险。,圣龙股份将于何时召开投资者交流会？,圣龙股份将于10月20日召开投资者交流会。,圣龙股份将于10月22日召开投资者交流会。,圣龙股份将于10月19日召开投资者交流会。,圣龙股份将于10月21日召开投资者交流会。,
243,【圣龙股份业绩快报：前三季度净利润3531万元同比降53%】财联社10月22日电，圣龙股份披露业绩快报，前三季度营业总收入10.51亿元，同比降3.16%；净利润3531.40万元，同比降53.21%，基本每股收益0.15元。2023年前三季度，受客户年降等因素影响，公司营业收入比上年略有下降，同时，公司研发费用等投入较上年增加，因此盈利水平较上年有较大下降。,圣龙股份前三季度的净利润同比下降了多少？,3531万元，下降了53.21%。,3531万元，增长了3.21%。,3531万元，下降了13.21%。,3531万元，增长了53.21%。,
244,【胜利油田海上油田已探明石油地质储量4.98亿吨】财联社10月19日电，中国石化胜利油田发布了十项重大标志性成果，重点展示了胜利油田近两年在勘探开发、石油工程、科技攻关等方面的重大标志性成果。从发布会上获悉，胜利油田海上油田已探明石油地质储量4.98亿吨。,胜利油田海上油田的石油储量是多少亿吨？,4.98亿吨,1.52亿吨,3.25亿吨,6.7亿吨,
245,【盛天网络：第三季度净利润3318.65万元同比下降55.01%】财联社10月22日电，盛天网络披露三季度报告，前三季度公司实现营业收入10.83亿元，同比下降8.48%；实现归母净利润1.79亿元，同比下降5.92%。其中，第三季度净利润3318.65万元，同比下降55.01%。前三季度，公司净利润同比下降主要是因为当期没有重要的新游戏上线，原有游戏运营和IP运营产品收入和利润逐步下降。,盛天网络第三季度净利润下降的原因是什么？,盛天网络第三季度净利润下降主要是因为当期没有重要的新游戏上线，原有游戏运营和IP运营产品收入和利润逐步下降。,盛天网络第三季度净利润下降是因为公司的归母净利润下降。,盛天网络第三季度净利润下降是因为公司的营业收入下降。,盛天网络第三季度净利润下降是因为公司的新游戏上线不受市场欢迎。,
246,【世界气象组织专家称本轮热浪将持续至8月】财联社 7月22日电，世界气象组织极端高温问题高级顾问约翰奈恩21日在接受媒体采访时表示，北半球的这种极端高温天气将持续到今年8月。奈恩同时表示，未来的天气将因全球气候变暖而变得更加不稳定和难以预测，极端热浪的强度和频次或将不断提升。,本轮热浪预计会持续到何时？,本轮热浪将持续到今年9月。,本轮热浪将持续到今年7月底。,本轮热浪将持续到今年10月。,本轮热浪预计持续到今年8月。,
247,【仕佳光子：第三季度净亏损991.83万元】财联社10月20日电，仕佳光子发布2023年第三季度报告，本报告期营业收入2.11亿元，同比下降17.34%；归属于上市公司股东的净利润-991.83万元；归属于上市公司股东的扣除非经常性损益的净利润-1420.7万元；基本每股收益-0.0219元/股。,仕佳光子在2023年第三季度净亏损了多少万元？,198.36万元,"-2,304.57万元",567.89万元,991.83万元,
248,【市场监管总局发布《网络销售特殊食品安全合规指南》】财联社10月19日电，市场监管总局近日印发《网络销售特殊食品安全合规指南》。《指南》分为“定义与范围”“销售的一般要求”“网络销售的特殊要求”三个部分，遵循线上线下一致原则，对网络销售特殊食品的资质、过程管理、广告宣传、标签说明书等要求作出合规指引，进一步明确了网络食品交易第三方平台、入网食品经营者销售特殊食品的责任和义务。,《网络销售特殊食品安全合规指南》的主要目的是什么？,主要目的是限制网络销售特殊食品的数量和种类。,主要目的是对网络销售特殊食品的资质、过程管理、广告宣传、标签说明书等要求进行合规指引，明确网络食品交易平台和入网食品经营者的责任和义务。,主要目的是鼓励网络销售特殊食品的不安全行为和欺诈行为。,主要目的是提高网络销售特殊食品的价格和销售渠道的门槛。,
249,【首批人道主义物资运抵加沙】财联社10月22日电，21日，连接加沙地带和埃及的拉法口岸开放，载有人道主义物资的卡车进入加沙地带。随后，拉法口岸再次关闭。据悉，这批物资包括医疗用品、食物和水，是巴以新一轮冲突爆发十多天来首批运抵加沙地带的人道主义物资。但以军发言人称，这批物资仅限于供应加沙南部，且不允许燃料进入加沙地带。哈马斯方面则表示，应建立全天候运作的安全走廊满足人道主义物资的运送。,加沙地带运抵的首批人道主义物资有哪些内容？,这批物资包括医疗用品、食物和水。,这批物资包括儿童玩具、体育用品和化妆品。,这批物资包括建筑材料、衣物和毛毯。,这批物资包括教育用品、电子设备和家具。,
250,【双杰电气：第三季净利润4426.35万元同比增长275%】财联社10月22日电，双杰电气披露三季度报告，前三季度公司实现营业收入25.5亿元，同比增长74.48%；实现归母净利润1.04亿元，同比增长227.89%。其中，第三季净利润4426.35万元，同比增长275%。,双杰电气第三季度实现的净利润同比增长了多少？,2.2789,4426.35万元,2.75,0.7448,
251,【双林股份：第三季度净利润3316.41万元同比下降18.09%】财联社10月22日电，双林股份公布2023年第三季度报告，本报告期营业收入10.66亿元，同比下降0.90%；归属于上市公司股东的净利润3316.41万元，同比下降18.09%；归属于上市公司股东的扣除非经常性损益的净利润3523.37万元，同比增长2.77%；基本每股收益0.0825元/股。,双林股份在2023年第三季度的净利润同比下降了多少？,0.0277,0.1066,0.009,0.1809,
252,【水晶光电：拟以3000万元设立水晶投资管理公司】财联社10月20日电，水晶光电公告，公司拟以自有资金人民币3000万元投资设立全资子公司台州水晶投资管理有限公司(简称“水晶投资”，最终以工商登记核定为准)，作为公司股权投资平台，未来可能投资于符合公司战略规划和产业链布局的项目和企业。,水晶光电公司拟以多少资金投资设立水晶投资管理有限公司？,3000万元,5000万元,2000万元,1000万元,
253,【顺丰同城：拟以2亿港元回购H股】财联社10月19日电，顺丰同城在港交所发布公告，公司董事会其拟行使其于根据公司股东于2023年6月6日举行的公司2022年股东周年大会、H股类别股东大会及非上市内资股类别股东大会上通过的决议案授予董事会的一般授权项下的权力，以购回公司H股。于2023年10月19日，董事会决定行使股份购回授权，拟动用的资金上限为2亿港元，并视乎市况不时在公开市场上购回H股。,顺丰同城拟以多少港元回购H股?,5亿港元,2亿港元,3亿港元,1亿港元,
254,【思源电气：前三季度净利润11.48亿元同比增长46.14%】财联社10月20日电，思源电气公告，公司前三季度实现营业收入85.81亿元，同比增长22.55%；归母净利润11.48亿元，同比增长46.14%；基本每股收益1.49元。其中，公司第三季度归母净利润4.48亿元，同比增长43.2%。,思源电气前三季度净利润同比增长了多少？,思源电气前三季度净利润同比增长了22.55%。,思源电气前三季度净利润同比增长了30%。,思源电气前三季度净利润同比增长了43.2%。,思源电气前三季度净利润同比增长了46.14%。,
255,【松霖科技：拟3.42亿元购买控股子公司倍杰特49%股权】财联社10月19日电，松霖科技公告，拟以3.42亿元向吴端裕、龚斌华、厦门市倍淼投资合伙企业、厦门市倍犇投资合伙企业购买其合计持有的公司控股子公司厦门倍杰特科技有限公司(简称“倍杰特”)49%股权。若本次股权收购完成，公司持有倍杰特股权比例将由51%增至100%，合并报表范围不会因本次股权收购而发生变化。,松霖科技拟以多少金额购买控股子公司倍杰特的部分股权？,2亿元,4亿元,5亿元,3.42亿元,
256,【苏丹民航局宣布延长领空关闭时间至 7月10日】财联社 7月1日电，苏丹民航局当地时间 6月30日晚发布通告称，苏丹全境领空的关闭时间将延长至 7月10日。人道主义援助航班和外国公民撤离航班在获得当局批准后可不受限制。苏丹武装部队与快速支援部队自 4月15日起在喀土穆等地发生持续冲突。喀土穆国际机场的廊桥、大厅等在冲突中遭到破坏，苏丹民航局随后宣布关闭苏丹领空。,苏丹民航局将领空关闭时间延长至什么时候？,45122,45139,45107,45117,
257,【台积电：正在评估美国AI管制新规影响目前来看对公司影响可控】财联社10月19日电，台积电高管在2023年第三季度业绩说明会上指出，人工智能需求仍然在持续放大，公司正在努力满足需求。对于美国将进一步收紧人工智能管制，公司高管表示新规可能导致一些产品不能运送到中国大陆，这几天公司正在评估影响。目前来看对于台积电的影响可控。,台积电是否正在评估美国AI管制新规对其业务的影响？,台积电高管表示新规对其业务的影响不可预测。,台积电已经确定美国AI管制新规对其业务无任何影响。,是的，台积电高管在业绩说明会上表示，公司正在评估美国AI管制新规对其业务的影响。,台积电认为美国AI管制新规对其业务影响不大。,
258,【唐人神：未来或在株洲市再建设100万头生猪屠宰产能】财联社10月20日电，唐人神在机构调研中表示，公司已在湖南省株洲市建设100万头生猪屠宰产能，2022年河南省南乐县100万头屠宰产能开始运行。此外，子公司龙华农牧为全自繁自养模式，养殖区域集中。公司未来或在湖南省株洲市再建设100万头生猪屠宰产能。,唐人神有计划在株洲市再建设多少头生猪屠宰产能？,50万头,200万头,500万头,100万头,
259,【腾景科技：第三季度净利润1079.62万元同比下降40%】财联社10月20日电，腾景科技公布2023年第三季度报告，本报告期营业收入7971.03万元，同比下降15.25%；归属于上市公司股东的净利润1079.62万元，同比下降40%。,腾景科技2023年第三季度净利润同比下降了多少？,第三季度净利润下降了30%。,第三季度净利润下降了15.25%。,第三季度净利润下降了50%。,第三季度净利润下降了40%。,
260,"【天安新材：第三季度净利润3780.35万元同比增长1258.11%】财联社10月20日电，天安新材公布2023年第三季度报告，本报告期营业收入8.63亿元，同比增长20.95%；归属于上市公司股东的净利润3780.35万元，同比增长1,258.11%。",天安新材在2023年第三季度净利润同比增长了多少？,8.63亿元,12.5811,3780.35万元,0.2095,
261,【铁流股份：相关股东重新签署一致行动协议书】财联社10月20日电，铁流股份公告，近日收到张智林先生、张婷女士、国宁先生的通知，鉴于其三人共同签署的《一致行动协议书》即将到期，为了维护公司控制权稳定，保持公司重大事项决策的一致性，于2023年10月20日重新签署了《一致行动协议书》。,铁流股份近日为了什么目的重新签署了一致行动协议书？,为了调整公司的股东结构。,为了扩大公司的业务范围。,为了维护公司控制权稳定，保持公司重大事项决策的一致性。,为了降低公司的财务风险。,
262,【同大股份：第三季度净利润1270.299万元同比增长495.60%】财联社10月20日电，同大股份公布2023年第三季度报告，报告期营业收入9282.64万元，同比下降16.74%；归属于上市公司股东的净利润1270.299万元，同比增长495.60%。,同大股份2023年第三季度净利润同比增长了多少？,4.956,0.1674,9282.64万元,1270.299万元,
263,【万科郁亮：今年新开工面积预计不超过7亿平方米】财联社10月20日电，在10月20日的媒体见面会上，万科集团董事会主席郁亮表示，中国每年住房需求大概在11亿-12亿平方米左右，这是一个合理需求量；但今年市场有所下跌，新开工面积大概不会超过7亿平方米，差不多回到了2006年的水平。不过，郁亮认为，住房需求不会消失，市场自身会滋生向上修复的动力。,万科集团董事会主席郁亮预计今年新开工面积将不超过多少平方米？,12亿平方米,11亿平方米,2006年的水平,7亿平方米,
264,【威胜信息：第三季净利润1.32亿元同比增长40.05%】财联社10月22日电，威胜信息公告，前三季度公司实现营业收入16.62亿元，同比增长11.85%；实现归母净利润3.46亿元，同比增长21.88%。其中，第三季净利润1.32亿元，同比增长40.05%。,威胜信息公司前三季度的营业收入同比增长了多少？,威胜信息公司前三季度的营业收入同比增长21.88%。,威胜信息公司前三季度的营业收入同比增长11.85%。,威胜信息公司前三季度的营业收入同比增长3.46亿元。,威胜信息公司前三季度的营业收入同比增长16.62亿元。,
265,【我国首个居家养老上门服务国家标准发布】财联社10月20日电，民政部社会福利中心近日发布实施《居家养老上门服务基本规范》推荐性国家标准(GB/T43153-2023)，这是我国针对居家养老上门服务发布的首个国家标准，将为居家养老上门服务内容、组织实施条件及相关流程要求等提供基本指引，对于推动居家养老服务标准化、规范化、专业化发展具有现实意义。,《居家养老上门服务基本规范》是我国针对居家养老上门服务发布的第几个国家标准？,第二个国家标准,第四个国家标准,第三个国家标准,首个国家标准,
266,【我国数据中心规模近五年年均增速达到近30%】财联社10月19日电，工信部部长金壮龙在19日由工业和信息化部举办的中非数字能力建设合作论坛上说，我国加强数字和信息通信网络基础设施建设，已建成了全球规模最大、技术领先的光纤和移动通信网络。其中，数据中心规模近五年年均增速达到近30%。,我国数据中心规模近五年年均增速是多少？,近30%,近20%,近40%,近10%,
267,【乌克兰军方：已收到加拿大交付的8辆“豹2”坦克】财联社 4月18日电，据乌克兰媒体报道，乌克兰武装部队总参谋部当地时间18日发布消息称，乌克兰已经收到了加拿大交付的8辆“豹2”坦克，这些坦克由加拿大空军运送抵达乌克兰。,"乌克兰收到了多少辆加拿大交付的""豹2""坦克？","乌克兰收到了8辆加拿大交付的""豹2""坦克。","乌克兰收到了12辆加拿大交付的""豹2""坦克。","乌克兰收到了10辆加拿大交付的""豹2""坦克。","乌克兰收到了6辆加拿大交付的""豹2""坦克。",
268,【乌克兰外长称美将长期向乌提供陆军战术导弹系统】财联社10月20日电，据乌克兰国家通讯社当地时间10月19日报道，乌外长库列巴当天在一档电视节目中说，美国和乌克兰已就美长期向乌提供陆军战术导弹系统达成共识。库列巴没有透露乌方已接收的陆军战术导弹系统数量。美国陆军战术导弹射程可达300公里，可覆盖克里米亚等地的军事目标。,美国和乌克兰已达成共识，美国将长期向乌克兰提供多少数量的陆军战术导弹系统？,20个,50个,新闻资讯中没有提到乌克兰已接收的陆军战术导弹系统数量。,100个,
269,【乌克兰总统与德国总理通电话】财联社10月20日电，乌克兰总统泽连斯基20日在其官方社交平台上发布消息称，当天与德国总理朔尔茨通话，在通话中他对德国对乌军事援助计划表示感谢，此外泽连斯基向朔尔茨通报了前线局势。双方还讨论了中东局势并一致认为防止冲突进一步升级和扩大的重要性。,乌克兰总统泽连斯基与德国总理朔尔茨通话中讨论的是什么问题？,通话中泽连斯基向朔尔茨通报了乌克兰的外交政策。,乌克兰总统感谢德国的援助，并讨论了乌克兰内政问题。,中东局势以及防止冲突进一步升级和扩大的重要性。,双方讨论了如何应对乌克兰的经济问题。,
270,【西安饮食：第三季度净亏损1928.79万元】财联社10月20日电，西安饮食公布2023年第三季度报告，报告期营业收入2.07亿元，同比增长45.02%；归属于上市公司股东的净利润为-1928.79万元。,西安饮食2023年第三季度净亏损多少万元？,207万元,-45.02万元,192.879万元,-1928.79万元,
271,【西部建设：第三季度净利润1.90亿元同比下降7.22%】财联社10月20日电，西部建设公布2023年第三季度报告，报告期营业收入55.38亿元，同比下降13.21%；归属于上市公司股东的净利润1.90亿元，同比下降7.22%。,西部建设2023年第三季度净利润同比下降的百分比是多少？,0.1321,营业收入同比下降13.21%,0.0722,1.90亿元,
272,【现代起亚前三季在欧销量同比增3.5%】财联社10月20日电，韩国汽车巨头现代汽车和起亚今年前三季度在欧洲售出85.1万辆，同比增长3.5%。据欧洲汽车制造商协会（ACEA）20日数据，今年前9个月，现代汽车在欧销量为40.3086万辆，较去年同期增长1.8%，起亚销量为44.7879万辆，同比增长5.1%。,现代汽车和起亚在欧洲的销量增长率分别是多少？,现代汽车在欧洲的销量增长率为1.8%，起亚的销量增长率为3.5%。,现代汽车在欧洲的销量增长率为1.8%，起亚的销量增长率为5.1%。,现代汽车在欧洲的销量增长率为5.1%，起亚的销量增长率为1.8%。,现代汽车在欧洲的销量增长率为3.5%，起亚的销量增长率为3.5%。,
273,【香港9月底综合利率为2.68厘环比升13基点】财联社10月19日电，香港金管局今日公布9月底的综合利率。反映银行平均资金成本的综合利率在2023年9月底为2.68厘，较2023年8月底的2.55厘上升13基点。综合利率上升，反映月内存款及银行同业资金的加权资金成本增加。,香港综合利率在2023年9月底相比8月底上升了多少基点？,香港综合利率在2023年9月底相比8月底上升了13基点。,香港综合利率在2023年9月底相比8月底上升了10基点。,香港综合利率在2023年9月底相比8月底上升了15基点。,香港综合利率在2023年9月底相比8月底上升了20基点。,
274,【小米将在印度精简产品组合以重新夺回市场份额】财联社 7月25日电，小米计划在印度市场重点关注5G智能手机和更为精简的产品组合，试图重新夺回丢失给包括三星电子等竞争对手的市场份额。印度是小米的第二大市场。小米印度总裁MuralikrishnanB.上周在一个新闻发布会上指出，重要的变化包括减少智能手机发布、更为关注客户体验，以及通过实体店提振销售，期望这些措施会帮助公司重新获得成功。,小米计划在印度市场重点关注哪些产品来重新夺回市场份额？,小米计划在印度市场重点关注电视和家电产品。,小米计划在印度市场重点关注5G智能手机和更为精简的产品组合。,小米计划在印度市场重点关注低端手机和廉价产品。,小米计划在印度市场重点关注物联网设备和智能家居产品。,
275,【新集能源：第三季度净利润同比下降13.54%】财联社10月20日电，新集能源公告，第三季度实现营业收入34.31亿元，同比增长4.14%；归属于上市公司股东的净利润6.13亿元，同比下降13.54%。,新集能源第三季度净利润同比下降了多少？,第三季度净利润同比下降了20%。,第三季度净利润同比下降了6.13亿元。,第三季度净利润同比下降了4.14%。,第三季度净利润同比下降了13.54%。,
276,【新疆众和：第三季度净利润3.3亿元同比下降28.98%】财联社10月19日电，新疆众和公布2023年第三季度报告，本报告期营业收入16.17亿元，同比下降5.94%；归属于上市公司股东的净利润3.3亿元，同比下降28.98%。,新疆众和在2023年第三季度的净利润同比下降了多少？,16.17亿元,3.3亿元,0.2898,0.0594,
277,【新力金融：第三季度净利润1452.92万元同比增长111.54%】财联社10月19日电，新力金融公布2023年第三季度报告，本报告期营业收入8797.89万元，同比增长2.87%；归属于上市公司股东的净利润1452.92万元，同比增长111.54%；基本每股收益0.0283元/股。,新力金融2023年第三季度净利润增长了多少？,新力金融2023年第三季度净利润增长了111.54%。,新力金融2023年第三季度净利润增长了2.87%。,新力金融2023年第三季度净利润增长了1452.92万元。,新力金融2023年第三季度净利润没有增长，保持不变。,
278,【新型城镇概念震荡走高龙泉股份触及涨停】财联社10月20日电，新型城镇概念震荡走高，龙泉股份触及涨停，苏州规划大涨超10%，深水规院、国统股份、青龙管业、山水比德等涨幅靠前。消息面上，据记者梳理统计，目前全国已有20个地区披露了拟发行特殊再融资债券文件，披露金额达9104.80亿元。,目前全国已有多少个地区披露了拟发行特殊再融资债券文件？,20个地区。,10个地区,15个地区,25个地区,
279,【新易盛：第三季度净利润1.41亿元同比下降53.14%】财联社10月20日电，新易盛公布2023年第三季度报告，报告期营业收入7.82亿元，同比下降16.38%；归属于上市公司股东的净利润1.41亿元，同比下降53.14%；归属于上市公司股东的扣除非经常性损益的净利润1.40亿元，同比下降52.47%；基本每股收益0.2元。,新易盛2023年第三季度净利润同比下降了多少？,净利润同比下降了25%。,净利润同比下降了52.47%。,净利润同比下降了16.38%。,净利润同比下降了53.14%。,
280,【央行召开2023年征信工作电视会议】财联社 3月31日电，央行召开2023年征信工作电视会议要求，要围绕建立覆盖全社会的征信体系总体目标，全面规划现代化征信体系建设路径。要提升征信供给质效，有效满足新时代经济社会发展和人民群众对征信的多元化需求。要以严的基调强化征信监管，维护征信市场良好秩序。,2023年征信工作会议要求的重点是什么？,重点是围绕建立覆盖全社会的征信体系总体目标，全面规划现代化征信体系建设路径。,重点是提升征信供给质效。,重点是满足人民群众对征信的多元化需求。,重点是加强征信市场监管。,
281,【扬杰科技：第三季度净利润2.07亿元同比下降39.15%】财联社10月22日电，扬杰科技公布2023年第三季度报告，本报告期营业收入14.16亿元，同比下降3.46%；归属于上市公司股东的净利润2.07亿元，同比下降39.15%；基本每股收益0.38元/股。,扬杰科技2023年第三季度的净利润同比下降了多少？,0.0346,14.16亿元,2.07亿元,0.3915,
282,【杨文杰卸任碧桂园地产法定代表人】财联社10月20日电，天眼查显示，近日，碧桂园地产集团有限公司发生工商变更，法定代表人由杨文杰变更为简暖棠。目前，杨文杰任该公司总经理，杨惠妍任董事长。碧桂园地产集团有限公司成立于2015年4月，注册资本153亿余元，经营范围含房地产开发及销售、物业租赁、房地产投资咨询、房地产经营管理咨询，由佛山市顺德区宙华投资咨询有限公司、深圳市碧桂科技发展有限公司共同持股。,碧桂园地产集团有限公司成立于哪一年？,41518,42095,43252,43831,
283,【伊朗外长：美以应停止对加沙的袭击否则地区局势或将失控】财联社10月22日电，据伊朗官方通讯社伊通社消息，当地时间22日，伊朗外长阿卜杜拉希扬同到访德黑兰的南非外长潘多尔召开新闻发布会。阿卜杜拉希扬表示，对形势的错误判断以及持续的战争等将导致严重而痛苦的后果。伊朗警告美国和以色列，如果不停止针对加沙地带的袭击，该地区极有可能失控，结果可能会反噬发起袭击的人。,伊朗外长阿卜杜拉希扬警告美国和以色列不停止对加沙的袭击可能导致什么后果？,如果不停止针对加沙地带的袭击，该地区极有可能失控，可能会反噬发起袭击的人。,如果不停止针对加沙地带的袭击，可能会使地区局势更加安全和稳定。,如果不停止针对加沙地带的袭击，该地区可能会实现和平稳定。,如果不停止针对加沙地带的袭击，可能会导致国际社会的支持和理解增加。,
284,【依米康：第三季度净亏损3391.64万元】财联社10月22日电，依米康公布2023年第三季度报告，本报告期营业收入2.18亿元，同比下降4.78%；归属于上市公司股东的净利润-3391.64万元；归属于上市公司股东的扣除非经常性损益的净利润-3653.76万元；基本每股收益-0.0770元/股。,依米康2023年第三季度的净亏损是多少？,-2781.64万元,1720.32万元,3391.64万元,218万元,
285,【以军：正加强向加沙地带发动地面进攻的准备】财联社10月20日电，据《耶路撒冷邮报》20日报道，以色列国防军后勤司令米谢尔扬科（MishelYanko）表示，对于即将对加沙地带发起的地面进攻，以军“比以往任何时候都做好了准备”，并正在继续加强各方面准备。此外，他表示，针对黎巴嫩真主党对以色列北部的持续袭击，以色列国防军仍然需要“做好多线作战的准备”。,以军正在加强向加沙地带发动地面进攻的准备吗？,是的，根据米谢尔扬科的表示，以军正在加强各方面的准备，比以往任何时候都做好了准备。,不确定，根据新闻报道，没有提及以军是否正在加强地面进攻的准备。,不，根据新闻报道，以军正在加强对黎巴嫩真主党的多线作战准备，而不是加沙地带的地面进攻准备。,不，根据米谢尔扬科的表示，以军并没有加强向加沙地带发动地面进攻的准备。,
286,【以军称正为下一阶段战争做准备】财联社10月22日电，当地时间21日，以色列军方空袭加沙地带北部、南部、东部、中部，多栋建筑遭轰炸；哈马斯向以色列南部和中部发射火箭弹。此外，以色列已在加沙地带边界集结了数以万计的军队。以军发言人称正继续为“下一阶段的战争做准备”，其中包括地面进攻，以色列将“加大对加沙地带的打击力度”。另据报道，以军再次向加沙地带空投传单，警告居民尽快撤离到加沙南部。,以色列军方正在为下一阶段的战争做哪些准备？,以军建言人表示他们正在为下一阶段的战争做准备，并计划加大对加沙地带的打击力度，包括地面进攻。,以色列军方正在为下一阶段的战争做准备，并计划加大对以色列南部和中部的打击力度。,以色列军方正在为下一阶段的战争做准备，并计划加大对加沙地带以外地区的打击力度。,以色列军方正在为下一阶段的战争做准备，并计划加大对以色列北部的打击力度。,
