id,context,question,A,B,C,D,answer
245,"5.3
合同解除
您解除合同的手续及风险：
如果您申请解除本合同（简称“退保”），请您填写解除合同申请书，并提供下列
证明和资料的原件：
(1)保险合同；
(2)您的有效身份证件。
自我们收到解除合同申请书时起，本合同效力终止。我们将于收到上述证明和资
料后30日内向您退还本合同终止时的未满期净保险费。
您解除本合同会遭受一定损失。",解除合同后，保险公司将如何处理保费？,保险公司将会在收到解除合同申请书和相关证明文件后的30天内退还解除合同时的未满期净保险费。,保险公司会扣除一定手续费后退还部分已支付的保费。,保险公司会立即退还全部已支付的保费。,保险公司不会退还任何已支付的保费。,
246,"全身横纹肌于活动时易于疲劳无力，颅神经眼外肌最易累及，也可涉及呼吸
肌、下肢近端肌群以至全身肌肉。该病必须由本公司认可医院的专科医生明
确诊断，且疾病确诊
天后，仍然存在自主生活能力部分丧失，无法独立
180
完成六项基本日常生活活动中的两项。",全身横纹肌病是否会导致独立完成日常生活活动的能力丧失？,只有重度的全身横纹肌病才会导致独立生活能力的丧失。,全身横纹肌病不一定会影响独立完成日常生活活动的能力。,是的，全身横纹肌病可能导致独立完成日常生活活动的能力部分丧失。,不会，全身横纹肌病不会影响独立生活能力。,
247,"2.9
责任免除
1.对下列费用或因下列情形之一导致被保险人接受治疗的，我们不承担医
疗保险金给付责任：
(1)投保人对被保险人的故意杀害、故意伤害；
(2)被保险人故意犯罪或抗拒依法采取的刑事强制措施；
(3)被保险人故意自伤、自杀，但被保险人自杀时为无民事行为能力人的除外；",保险公司在以下情况下不承担医疗保险金给付责任，根据保险条款请问被保人在何种情况下不享受保险金？,被保险人故意自伤、自杀，但被保险人自杀时为无民事行为能力人的除外。,被保险人故意犯罪或抗拒依法采取的刑事强制措施。,被保险人故意杀害、故意伤害投保人。,被保险人接受治疗的费用高于保险金额的限制。,
248,"富德生命附加安心豁免保险费重大疾病保险（D款）条款
本附加合同的交费方式和交费期间由您和我们约定，但须符合我们当时的投保规定，约定的交
费方式和交费期间将载明于保险单上。分期交纳保险费的，在支付了首期保险费后，您应按本附加
合同的约定支付余下各期保险费。",富德生命附加安心豁免保险费重大疾病保险（D款）附加合同的交费方式和交费期间应当符合哪些规定？,交费方式和交费期间可以随时根据投保人的要求进行调整。,交费方式和交费期间在保险合同签订后不得变更。,交费方式和交费期间由投保人和保险公司约定，并在保险单上载明。,交费方式和交费期间由保险公司单方面确定。,
249,"3.2
保险事故通知
您、被保险人或受益人应于知道保险事故发生之日起10日内通知我们。若故意或
者因重大过失未及时通知，致使保险事故的性质、原因、损失程度等难以确定的，
我们对无法确定的部分，不承担给付保险金的责任，但我们通过其他途径已经及
时知道或应当及时知道保险事故发生或虽未及时通知但不影响我们确定保险事故
的性质、原因、损失程度的除外。",保险事故通知期限是多久？,保险事故通知期限是从知道保险事故发生之日起的30天内。,保险事故通知期限是从知道保险事故发生之日起的10天内。,保险事故通知期限是从知道保险事故发生之日起的15天内。,保险事故通知期限是从知道保险事故发生之日起的5天内。,
250,"8.1.37
严重哮喘
指一种反复发作的严重支气管阻塞性疾病，须经相关专科医生确诊，且须满足
下列全部条件：
(1)过去两年中曾因哮喘持续状态住院治疗，并提供完整住院记录；
(2)因慢性过度换气导致胸廓畸形；
(3)体力活动耐受能力显著且持续下降（轻微体力活动即出现呼吸困难，持续
至少6个月）；
(4)在家中需要医生处方的氧气治疗法；
(5)持续日常服用口服类固醇激素治疗持续至少6个月。",根据保险条款，一个人被确诊为严重哮喘的条件是什么？,一个人被确诊为严重哮喘的条件是体力活动耐受能力显著且持续下降至少6个月。,一个人被确诊为严重哮喘的条件是在家中需要医生处方的氧气治疗法。,一个人被确诊为严重哮喘的条件包括在过去两年中曾因哮喘持续状态住院治疗，并提供完整住院记录；因慢性过度换气导致胸廓畸形；体力活动耐受能力显著且持续下降至少6个月；在家中需要医生处方的氧气治疗法；持续日常服用口服类固醇激素治疗至少6个月。,一个人被确诊为严重哮喘的条件包括在过去两年中曾因哮喘发作而住院治疗，并提供完整住院记录。,
251,"19.
颈动脉血管成形术或内
膜切除术
指为治疗颈动脉狭窄性疾病，已经实施了颈动脉血管成形术或内膜切除术。须由颈动脉造影检查证实一条或以上颈动脉超过管径50%或以上的狭窄。此病症须由医院的相关专科医生明确诊断，同
时必须已经实施了以下手术之一：
(1)确实进行颈动脉内膜切除术；
(2)确实进行颈动脉介入治疗，例如颈动脉支架植入术、颈动脉
成形术或颈动脉粥样瘤清除手术。",颈动脉血管成形术或内膜切除术是否需要进行颈动脉造影检查确认狭窄程度？,是，须由颈动脉造影检查证实一条或以上颈动脉超过管径50%或以上的狭窄。,只需要进行颈动脉介入治疗，不需要颈动脉造影检查。,不需要进行颈动脉造影检查。,只需要进行颈动脉内膜切除术，不需要颈动脉造影检查。,
252,"第六条合同内容变更
投保人和本公司可以协商变更本合同的内容。变更本合同时，投保人应填写变更合同申请
书，经本公司审核同意后，由本公司在保险单或者其他保险凭证上批注或者附贴批单，或者由
投保人和本公司订立变更的书面协议。",根据保险条款，投保人和保险公司可以通过什么方式变更合同内容？,投保人可以直接在合同文本上进行修改，然后将修改后的合同给保险公司签署。,投保人和本公司可以通过填写变更合同申请书，经由本公司审核同意后，在保险单或者其他保险凭证上批注或者附贴批单，或者通过订立变更的书面协议来变更合同内容。,投保人和本公司之间可以口头约定变更合同内容。,投保人可以通过电话或电子邮件通知保险公司进行合同内容的变更。,
253,"二、关于多次重大疾病保险金（若选）、恶性肿瘤——重度额外给付保险金
（若选）给付后的说明
若被保险人投保时选择“多次重大疾病保险金”或“恶性肿瘤——重度额外
给付保险金”责任，自给付“多次重大疾病保险金”或“恶性肿瘤——重度
额外给付保险金”时起，“中度疾病保险金”及“轻度疾病保险金”两项责任均终止。","当被保险人选择了""多次重大疾病保险金""或""恶性肿瘤——重度额外给付保险金""责任时，其他两项责任会有什么变化？","当被保险人选择了""多次重大疾病保险金""或""恶性肿瘤——重度额外给付保险金""责任时，""中度疾病保险金""及""轻度疾病保险金""两项责任会终止。","当被保险人选择了""多次重大疾病保险金""或""恶性肿瘤——重度额外给付保险金""责任时，其他两项责任会保持不变。","当被保险人选择了""多次重大疾病保险金""或""恶性肿瘤——重度额外给付保险金""责任时，只有""中度疾病保险金""责任会终止。","当被保险人选择了""多次重大疾病保险金""或""恶性肿瘤——重度额外给付保险金""责任时，只有""轻度疾病保险金""责任会终止。",
254,"10
双目视力严重受损
指因疾病或意外伤害导致双目视力严重受损，但未达到本合同所指重大疾病“双
目失明”的标准，须满足下列全部条件：
（1）双眼中较好眼矫正视力低于0.1（采用国际标准视力表，如果使用其他视力
表应进行换算）；
（2）双眼中较好眼视野半径小于20度。
此病症须由相关专科医生明确诊断。申请理赔时须提供理赔当时的视力丧失诊断
及检查结果证实。",根据以上保险条款内容，什么条件下可以被认定为双目视力严重受损而满足理赔条件？,双眼中较好眼矫正视力高于0.1并且双眼中较好眼视野半径大于20度。,双眼中较好眼矫正视力低于0.1但双眼中较好眼视野半径大于20度。,双眼中较好眼矫正视力高于0.1但双眼中较好眼视野半径小于20度。,双眼中较好眼矫正视力低于0.1并且双眼中较好眼视野半径小于20度。,
255,"36
植物人状态
指由于意外事故或疾病所致大脑皮质全面坏死，意识完全丧失，但脑干及脑干以
下中枢神经功能仍保持完好，且此情况持续30天或以上。必须由相关专科医生明
确诊断。
由于酗酒或滥用药物所致的植物人状态不在保障范围内。",什么是植物人状态的诊断标准？,植物人状态的诊断标准是意外事故或疾病导致大脑皮质全面坏死，意识完全丧失，但脑干及脑干以下中枢神经功能仍保持完好，并且该状态持续30天或以上。,植物人状态的诊断标准是意外事故或疾病导致大脑丧失功能，但脑干及脑干以下中枢神经功能仍保持正常，且该状态持续30天或以上。,植物人状态的诊断标准是意外事故或疾病导致大脑皮层部分坏死，意识完全丧失，但脑干及脑干以下中枢神经功能仍保持完好，并且该状态持续30天或以上。,植物人状态的诊断标准是由于酒精中毒或药物滥用导致大脑皮质全面坏死，意识完全丧失，但脑干及脑干以下中枢神经功能仍保持完好，并且该状态持续30天或以上。,
256,"2.9
保险责任
在本合同保险期间内，我们承担载明于保险单上的保险区域内被保险人发生的符合通常
惯例（见7.11）的，且医学必需（见7.12）的合理医疗费用。
本合同的保险责任分为必选责任和可选责任，必选责任为您在投保时必须选择的部分，
可选责任为您在投保时选择是否投保的部分。",保险责任分为哪两种责任？,主要责任和次要责任。,限制责任和扩展责任。,必选责任和可选责任。,首选责任和备选责任。,
257,"（四十）严重肌营养不良症
指一组原发于肌肉的遗传性疾病,临床表现为与神经系统无关的肌肉无力和肌肉
萎缩。须满足下列全部条件：
（1）肌肉组织活检结果满足肌营养不良症的肌肉细胞变性、坏死等阳性改变；
（2）自主生活能力严重丧失,无法独立完成六项基本日常生活活动中的三项或三项以上。
本公司承担本项疾病责任不受本合同责任免除中“遗传性疾病,先天性畸形、变形或染色体异常”的限制。",临床诊断严重肌营养不良症需要满足的条件有哪些？,临床诊断严重肌营养不良症只需满足无法独立完成六项基本日常生活活动中的三项或三项以上的条件即可。,"临床诊断严重肌营养不良症需要满足以下两个条件：1. 肌肉组织活检结果满足肌营养不良症的肌肉细胞变性、坏死等阳性改变；2. 自主生活能力严重丧失,无法独立完成六项基本日常生活活动中的三项或三项以上。",临床诊断严重肌营养不良症只需满足肌肉组织活检结果出现肌肉细胞变性、坏死等阳性改变即可。,临床诊断严重肌营养不良症需要满足肌肉组织活检结果满足肌肉细胞变性、坏死等阳性改变以及自主生活能力丧失的条件。,
258,"7.1.48
肾髓质囊性病
肾髓质囊性病须由专科医生确诊，并且必须符合下列全部要求：
（1）肾髓质有囊肿、肾小管萎缩及间质纤维化等病理改变；
（2）肾功能衰竭；
（3）诊断须由肾组织活检确定，并且有临床及影像学证据支持。
其他的肾脏囊性病变不在保障范围内。",肾髓质囊性病的诊断需要肾组织活检吗？,不需要，只要肾功能衰竭和肾髓质病理改变就可以诊断肾髓质囊性病。,不需要，只需要临床及影像学证据支持即可。,需要，但临床及影像学证据支持也可以确诊。,是的，根据保险条款内容，肾髓质囊性病的诊断须由肾组织活检确定，并且有临床及影像学证据支持。,
259,"37-颅脑手术
被保险人确已实施全麻下的开颅手术（不包括颅骨钻孔手术和经鼻蝶窦入颅手
术）。
因外伤及除脑垂体瘤、脑囊肿、颅内血管性疾病以外的良性颅内肿瘤而实施的脑
外科手术不在保障范围之内。
理赔时必须提供由神经外科医生出具的诊断书及手术报告。",保险条款中规定，被保险人实施的开颅手术是否在保障范围之内？,保险条款中没有明确规定开颅手术是否在保障范围之内。,保险条款中只保障颅骨钻孔手术和经鼻蝶窦入颅手术，不包括开颅手术。,保险条款中只保障颅内血管性疾病的开颅手术，不包括其他原因导致的开颅手术。,保险条款中明确规定，被保险人实施的开颅手术在保障范围之内。,
260,"3.2
宽限期
首期后的分期保险费到期未缴付者，自保险费到期日的次日起六十日为宽限
期，宽限期内本合同仍然有效。对于被保险人在宽限期内发生的保险事故，
我们仍承担保险责任。若超过宽限期仍未缴付保险费，除非本合同其它条款
另有约定，否则本合同自宽限期满的当日24时起效力中止。",保险合同中的宽限期是指什么时候开始计算？,宽限期是从保险费到期日的前一天开始计算。,宽限期是从保险费到期日当天起开始计算。,宽限期是从保险费到期日后的五十天起开始计算。,宽限期是从保险费到期日的次日起开始计算。,
261,"8.2
本公司合同解除权的限制
前条规定的合同解除权，自我们知道有解除事由之日起，超过30日不行使而消
灭。自本合同成立之日起超过2年的，我们不得解除合同；发生保险事故的，我
们承担给付保险金的责任。",超过多长时间未行使解除权将会导致解除权消灭？,超过1个月,超过30天,超过90天,超过60天,
262,"10.3.12深度昏迷
指因疾病或意外伤害导致意识丧失，对外界刺激和体内需求均无反应，昏迷程度
按照格拉斯哥昏迷分级（GCS，GlasgowComaScale）结果为5分或5分以下，且
已经持续使用呼吸机及其他生命维持系统96小时以上。
因酗酒或药物滥用导致的深度昏迷不在保障范围内。",什么情况下可以被认定为深度昏迷？,当已经持续使用呼吸机及其他生命维持系统96小时以上，即可被认定为深度昏迷。,当意识丧失，对外界刺激和体内需求均无反应，即可被认定为深度昏迷。,当按照格拉斯哥昏迷分级结果为5分或5分以下，即可被认定为深度昏迷。,当意识丧失，对外界刺激和体内需求均无反应，并且按照格拉斯哥昏迷分级结果为5分或5分以下，且已经持续使用呼吸机及其他生命维持系统96小时以上时，可以被认定为深度昏迷。,
263,"第十二条仅当保险期间为一年时，投保人可于保险期间届满时或之前，向保险人缴
付续保保险费以示申请续保，若保险人同意承保且保险人已收到续保保险费，则保险人将
向投保人出具下一个保险期间对应的保险单或其他保险凭证。本合同可按上述续保方式续
保至被保险人均已达到保险单上所载的最高承保年龄后的首个保险单满期日。",投保人是否可以在保险期间届满后申请续保？,不可以，投保人只能在保险期间届满前申请续保。,续保只能在保险期间届满前的最后一天申请。,是的，投保人可以在保险期间届满时或之前向保险人缴付续保保险费以示申请续保。,只有在保险期间届满后，投保人才能申请续保。,
264,"6.2.3
疾病入住重症监护病房住院津贴保险金
若被保险人在等待期后因意外伤害事故以外的原因经医院
确诊疾病而住院且入住重症监护病房（见释义）治疗，除根
据本合同第6.2.1项约定给付疾病住院津贴保险金外，我们
将按照被保险人的实际入住重症监护病房天数乘以保险单
上载明的基本保险金额额外给付疾病入住重症监护病房住
院津贴保险金。",被保险人在等待期后因意外伤害事故以外的原因住院，且入住重症监护病房治疗时，保险公司将如何支付疾病入住重症监护病房住院津贴保险金？,保险公司将根据被保险人的实际入住重症监护病房天数乘以保险单上载明的基本保险金额额外给付疾病入住重症监护病房住院津贴保险金。,保险公司只会支付疾病住院津贴保险金，不会额外给付疾病入住重症监护病房住院津贴保险金。,保险公司将按照保险合同约定的一定比例给付疾病入住重症监护病房住院津贴保险金。,保险公司将根据疾病的严重程度给付不同额度的疾病入住重症监护病房住院津贴保险金。,
265,"第十五条合同终止
15.1
发生下列情形之一时，本合同即行终止：
(1)您于本合同保险期间内按约定申请解除本合同；
(2)在分期支付保险费的情况下，本合同的应交保险费于保险费约定
支付日的24时起60日时仍未支付；
(3)本合同保险期间届满时；
(4)被保险人身故；
(5)本合同因法律规定或本合同约定的其他情况而终止。",什么情况下会导致本合同终止?,根据保险条款第十五条，以下那种情况会导致本合同终止: 。(1) 若有三个保险事故发生;。(2) 本合同保险期间内投保人搬迁到其他城市;。(3) 若投保人转让合同给他人。,根据保险条款第十五条，以下那种情况会导致本合同终止: 。(1) 您按约定申请解除本合同;。(2) 在分期支付保险费的情况下，保险费在支付日的24时起60日时仍未支付;。(3) 本合同保险期间届满时;。(4) 被保险人身故;。(5) 本合同因法律规定或本合同约定的其他情况而终止。,根据保险条款第十五条，以下那种情况会导致本合同终止: 。(1) 本合同生效后，保险公司破产;。(2) 被保险人出国定居;。(3) 若本合同保险期间内出现天灾人祸，导致保险无法继续进行。,根据保险条款第十五条，以下那种情况会导致本合同终止: 。(1) 本合同保险期间内有违法犯罪行为;。(2) 若投保人购买其他类似的保险合同;。(3) 若本合同生效后，被保险人失去行为能力。,
266,"10.38植物人状态
指脑皮质广泛性坏死而导致对自身及周边的认知能力完全丧失,但脑干功能
依然存在。必须由神经专科医生明确诊断,并有头颅断层扫描（CT），核磁共振检查（MRI）或正电子发射断层扫描（PET）等影像学检查证实。
上述情况必须有至少一个月的病历记录加以证实。由于酗酒或滥用药物导致的植物人状态不在保障范围内。",植物人状态必须由哪种影像学检查来证实？,必须通过脑血流动力学检查来证实。,必须由头颅断层扫描（CT），核磁共振检查（MRI）或正电子发射断层扫描（PET）等影像学检查证实。,必须由电子磁共振检查（EMRI）证实。,必须通过心电图（ECG）来证实。,
267,"10.51严重心肌炎
指被保险人因严重心肌炎性病变导致心功能损害造成持续的永久不可逆性的
心功能衰竭。必须满足所有以下条件：
(1)心功能衰竭程度达到纽约心脏病学会的心功能分级标准之心功能Ⅳ级，或左室射血分数低于30%；
(2)持续不间断180天以上；
(3)被保险人永久不可逆性的体力活动能力受限，不能从事任何体力活动。",一个人被诊断为严重心肌炎已经180天了，他的心功能衰竭达到了纽约心脏病学会的心功能Ⅳ级，或者他的左室射血分数低于30%。根据保险条款，他是否符合该保险条款的赔付条件？,是的，只要被保险人被诊断为严重心肌炎，即可符合该保险条款的赔付条件，不需要满足其他条件。,不确定，需要进一步了解被保险人的详细临床情况才能判断他是否符合该保险条款的赔付条件。,是的，他符合该保险条款的赔付条件。根据保险条款，他必须满足以下所有条件：(1)心功能衰竭程度达到纽约心脏病学会的心功能分级标准之心功能Ⅳ级，或左室射血分数低于30%；(2)持续不间断180天以上；(3)被保险人永久不可逆性的体力活动能力受限，不能从事任何体力活动。根据题目描述的临床情况，被保险人符合以上所有条件。,不，他不符合该保险条款的赔付条件。根据保险条款，他必须满足以下所有条件：(1)心功能衰竭程度达到纽约心脏病学会的心功能分级标准之心功能Ⅳ级，或左室射血分数低于30%；(2)持续不间断180天以上；(3)被保险人永久不可逆性的体力活动能力受限，不能从事任何体力活动。根据题目描述的临床情况，被保险人符合以上所有条件。,
268,"脏透析治疗
急剧进行性下降，导致体内氮质产物潴留而出现的临床综合征，国际上近年
来改称为急性肾损伤（AKI），但未达到本合同约定的重大疾病“严重慢性
肾衰竭”的给付标准，被保险人被明确诊断为急性肾衰竭并且满足下列所有
条件：
(1)少尿或无尿2天以上；
(2)血肌酐（Scr）＞5mg/dl或＞442umol/L；
(3)血钾＞6.5mmol/L；
(4)接受了血液透析治疗。",按照以上保险条款，当被保险人被诊断为急性肾衰竭时满足哪些条件？,被保险人在诊断为急性肾衰竭时只需要满足血肌酐（Scr）＞5mg/dl或＞442umol/L就可以了。,被保险人在诊断为急性肾衰竭时需要满足以下所有条件：(1)少尿或无尿2天以上；(2)血肌酐（Scr）＞5mg/dl或＞442umol/L；(3)血钾＞6.5mmol/L；(4)接受了血液透析治疗。,被保险人在诊断为急性肾衰竭时只需要满足血钾＞6.5mmol/L就可以了。,被保险人在诊断为急性肾衰竭时只需要满足少尿或无尿2天以上就可以了。,
269,"12.48严重阻塞性睡眠呼吸暂停综合征
须由相关医学范畴的注册专科医生，经多导睡眠监测仪检查明确诊断为严重
阻塞性睡眠呼吸暂停综合征(OSA)，并必须符合以下两项条件：
(1)被保险人必须现正接受持续气道正压呼吸器(CPAP)之夜间治疗；
(2)必须提供睡眠测试的文件证明，显示每晚7小时睡眠中，呼吸暂停反复
发作30次以上，及夜间血氧饱和度<85%。",保险条款规定在进行保险理赔前，被保险人必须满足哪些条件？,被保险人只需接受持续气道正压呼吸器(CPAP)之夜间治疗即可。,被保险人只需提供睡眠测试的文件证明，不需要满足呼吸暂停次数和夜间血氧饱和度的要求。,被保险人必须满足两个条件：现正接受持续气道正压呼吸器(CPAP)之夜间治疗，并提供睡眠测试的文件证明，显示每晚7小时睡眠中，呼吸暂停反复发作30次以上，及夜间血氧饱和度<85%。,被保险人必须接受持续气道正压呼吸器(CPAP)之夜间治疗，并提供睡眠测试的文件证明，显示每晚5小时睡眠中，呼吸暂停反复发作20次以上，及夜间血氧饱和度<80%。,
270,白塞病是一种慢性全身性血管炎症性疾病，主要表现为复发性口腔溃疡、生殖器溃疡、眼炎及皮肤损害，并可累及大血管、神经系统、消化道、肺、肾等。累及神经系统损害的白塞病称为神经白塞病。神经白塞病必须明确诊断，并且已经造成永久不可逆的神经系统功能损害。须满,以下哪个症状可能是白塞病的表现?,骨折,喉咙痛,复发性口腔溃疡,头痛,
271,"脊髓小脑变性症为一组以小脑萎缩和共济失调为主要临床特点的疾病。
必须满足以下所有条件：
（1）脊髓小脑变性症必须由医院诊断，并有以下证据支持：
①影像学检查证实存在小脑萎缩；
②临床表现存在共济失调、语言障碍和肌张力异常。
（2）被保险人运动功能严重障碍，自主生活能力完全丧失，无法独立
完成六项基本日常生活活动中的三项或三项以上。",脊髓小脑变性症的临床特点包括什么？,脊髓小脑变性症的临床特点包括肺部感染、高血压和心脏病。,脊髓小脑变性症的临床特点包括小脑萎缩、共济失调、语言障碍和肌张力异常。,脊髓小脑变性症的临床特点包括中风、癌症和肾功能损害。,脊髓小脑变性症的临床特点包括贫血、失眠和腹泻。,
272,"(2)左前降支、左旋支和右冠状动脉中，至少一支血管管腔堵塞75%以上，其
他两支血管管腔堵塞
以上。左前降支的分支血管、左旋支的分支血
60%
管及右冠状动脉的分支血管的狭窄不作为本项疾病的衡量指标。",如果左前降支、左旋支和右冠状动脉中至少一支血管管腔堵塞75%以上，其他两支血管管腔堵塞以下，是否符合该保险条款的疾病定义？,只有当左前降支的分支血管堵塞75%以上才符合该保险条款的疾病定义。,不符合该保险条款的疾病定义。,至少三支血管管腔堵塞连续75%以上才符合该保险条款的疾病定义。,是的，符合该保险条款的疾病定义。,
273,"指被保险人因慢性肺部疾病导致慢性心功能损害造成永久不可逆性的心功能衰竭。心功能衰竭程度达到
美国纽约心脏病学会（NewYorkHeartAssociation，NYHA）心功能状态分级Ⅳ级。被保险人永久不可
逆性的体力活动能力受限，不能从事任何体力活动。",根据以上保险条款内容，被保险人的心功能衰竭程度属于哪个级别？,其心功能衰竭程度达到美国纽约心脏病学会（NYHA）心功能状态分级Ⅲ级。,其心功能衰竭程度达到美国纽约心脏病学会（NYHA）心功能状态分级Ⅰ级。,其心功能衰竭程度达到美国纽约心脏病学会（NYHA）心功能状态分级Ⅳ级。,其心功能衰竭程度达到美国纽约心脏病学会（NYHA）心功能状态分级Ⅱ级。,
274,"2.1
保险金赔付限额
本主险合同的意外医疗保险金赔付限额为每份人民币500元，意外住院津
贴保险金日额为每份人民币10元，特定传染病身故保险金给付金额为每
份人民币10000元。
投保份数由您在投保时与我们约定并在保险单上载明。",保险合同中意外住院津贴保险金的日额是多少人民币？,每份人民币20元。,每份人民币100元。,每份人民币10元。,每份人民币5元。,
275,"无合法有效驾驶证驾驶
指下列情形之一：
（1）没有取得中华人民共和国有关主管部门颁发或者认可的驾驶资格证书；
（2）驾驶与合法有效驾驶证准驾车型不相符合的车辆；
（3）持审验不合格的驾驶证驾驶；
（4）在驾驶证有效期内未按照中华人民共和国法律、行政法规的规定，定期对机
动车驾驶证实施审验的；
（5）驾驶证已过有效期的。",如果一个人持有过期的驾驶证驾驶车辆，会面临什么样的处罚？,持有过期驾驶证驾驶车辆只会受到罚款，不会受到其他处罚。,持有过期驾驶证驾驶车辆只会受到警告，不会受到处罚。,驾驶证已过有效期的，将被视作无合法有效驾驶证驾驶，会受到相应的处罚。,持有过期驾驶证驾驶车辆不会受到任何处罚。,
276,"②浆膜炎：胸膜炎或心包炎；
③肾病：24小时尿蛋白定量达到0.5克，或尿液检查出现细胞管型；
④血液学异常：溶血性贫血，或白细胞减少，或血小板减少；
⑤抗核抗体阳性，或抗dsDNA阳性，或抗Smith抗体阳性。
(2)系统性红斑狼疮的诊断必须由风湿科或免疫系统专科医生确定。",什么是系统性红斑狼疮的诊断标准？,系统性红斑狼疮的诊断标准包括以下几个方面：胸膜炎或心包炎、尿蛋白定量达到0.5克或尿液检查出现细胞管型、血液学异常如溶血性贫血、白细胞减少或血小板减少、抗核抗体阳性、抗dsDNA阳性或抗Smith抗体阳性。这些标准必须由风湿科或免疫系统专科医生确定。,系统性红斑狼疮的诊断标准包括皮疹、呼吸道感染、尿液异常和血小板减少。,系统性红斑狼疮的诊断标准包括发热、关节炎、疲乏和抗核抗体阳性。,系统性红斑狼疮的诊断标准包括心脏病变、肾功能异常、血液学异常和抗核抗体阳性。,
277,"航空意外身故保险金的责任；若无法确定两名被保险人身故先后顺序，因下列情形之一导致任一被保险人身故的，我们不承担给付轨道、航空意外身故
保险金的责任：
(1)被保险人违反承运人关于安全乘坐的规定；
(2)被保险人因任何原因离开交通工具，在交通工具外部期间发生的意外伤
害事故。",根据以上保险条款，何种情况下我们不承担给付轨道、航空意外身故保险金的责任？,我们不承担给付轨道、航空意外身故保险金的责任的情况包括被保险人在乘坐交通工具期间因他人故意伤害导致的意外身故。,我们不承担给付轨道、航空意外身故保险金的责任的情况包括被保险人在乘坐交通工具期间因任何原因自然死亡。,我们不承担给付轨道、航空意外身故保险金的责任的情况包括被保险人违反承运人关于安全乘坐的规定以及被保险人因任何原因离开交通工具，在交通工具外部期间发生的意外伤害事故。,我们不承担给付轨道、航空意外身故保险金的责任的情况包括被保险人合法乘坐交通工具发生的意外伤害事故。,
278,"84.脊柱裂
指脊椎或颅骨不完全闭合，导致脊髓脊膜突出，脑（脊）膜突出或脑膨出，合并大小便失禁，部分或完全性下肢瘫痪或畸形等神经学上的异常，但不包括由X线
摄片发现的没有合并脊椎脊膜突出或脑（脊）膜突出的隐形脊椎裂。",什么是脊柱裂？,脊柱裂可以通过X线摄片进行诊断，无需其他医学检查。,脊柱裂是指脊椎或颅骨不完全闭合，导致脊髓脊膜突出，脑（脊）膜突出或脑膨出，合并大小便失禁，部分或完全性下肢瘫痪或畸形等神经学上的异常。,脊柱裂是指脊椎或颅骨完全闭合，不会导致脊髓脊膜突出。,脊柱裂只会导致下肢瘫痪，不会伴随大小便失禁或畸形等神经学上的其他异常。,
279,"若投保人因意外伤害事故或等待期后经我们指定医院的专科医生确诊初次
患本合同定义的重大疾病、中症疾病、轻症疾病，我们将豁免本合同缴费
期间内的自投保人首次确诊重大疾病、中症疾病、轻症疾病之日起本合同
的剩余各期期缴保险费，豁免的保险费视为已缴纳，本合同继续有效。",保险公司在投保人首次确诊重大疾病后是否会免除剩余保险费？,只有在意外伤害事故发生后才会免除剩余保险费。,不会，投保人需继续缴纳剩余保险费。,只有在等待期结束后才会免除剩余保险费。,是的，根据保险条款，若投保人首次确诊本合同定义的重大疾病、中症疾病、轻症疾病后，保险公司将豁免本合同剩余保险费的缴纳。豁免的保险费视为已缴纳，保险合同继续有效。,
280,本主险合同的保险期间为1年，不保证续保。保险期间届满，您需要重新向我们申请投保本产品，并经我们同意，交纳保险费，获得新的保险合同。若保险期间届满时，本主险产品已停止销售，我们不再接受投保申请，但会向您提供投保其他保险产品的合理建议。,保险期间届满后是否能自动续保？,保险期间届满后可以自动续保。,保险期间届满后可以选择是否续保。,保险期间届满后必须自动续保。,保险期间届满后不保证能自动续保。,
281,"48.
脊髓小脑变性症：
是一组以小脑萎缩和共济失调为主要临床特点的疾病。必须满足以下全部条件：
（1）脊髓小脑变性症必须明确诊断，并有以下证据支持：
①影像学检查证实存在小脑萎缩；
②临床表现存在共济失调、语言障碍和肌张力异常。
（2）被保险人运动功能严重障碍，自主生活能力完全丧失，无法独立完成六项基
本日常生活活动中的三项或三项以上，且持续至少180天。",脊髓小脑变性症的主要临床特点是什么？,小脑萎缩和共济失调是脊髓小脑变性症的主要临床特点。,脊髓小脑变性症的主要临床特点是肌张力异常和共济失调。,脊髓小脑变性症的主要临床特点是脑萎缩和共济失调。,脊髓小脑变性症的主要临床特点是脊髓损伤和语言障碍。,
282,"指对一条或一条以上的颈动脉狭窄的治疗，疾病的诊断及治疗均须由相关专科医生认为是医学必需的，
且须满足下列全部条件：
（1）经由血管造影术证明一条或一条以上的颈动脉存在50％或50％以上狭窄；
（2）确实已针对以上狭窄血管进行介入治疗以减轻症状，介入治疗包括血管成形术或植入支架或颈
动脉粥样斑块清除手术。",以下哪种情况不需要进行颈动脉狭窄的介入治疗？,颈动脉狭窄程度高于50%。,对颈动脉狭窄进行植入支架治疗。,仅经由血管造影术证明狭窄存在。,颈动脉狭窄程度低于50%。,
283,"7.6
地址变更
为了保障您的合法权益，您的住所或通讯地址变更时，请及时以书面形式或
双方认可的其它形式通知我们。若您未以书面形式或双方认可的其它形式通
知我们，我们按本合同载明的最后住所或通讯地址发送的有关通知，均视为
已送达给您。",当住所或通讯地址发生变更时，您应该如何通知保险公司？,您可以让他人代为通知保险公司。,您可以通过电话或电子邮件通知保险公司。,您应该以书面形式或双方认可的其它形式通知保险公司。,您可以口头告知保险公司。,
